Unit,Question,Answer
VISUAL 1 - UNIT 15,"""Do you eat plums?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like plum juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like plum pie?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like plum chocolate?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like plum jam?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What is it?""","""It is a lemon."""
VISUAL 1 - UNIT 15,"""Do you eat lemons?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like lemon juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like lemon soda?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like lemon cake?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like lemon tea?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Is candy sweet, sour, or salty?""","""Candy is sweet."""
VISUAL 1 - UNIT 15,"""Are lemons sweet, sour, or salty?""","""Lemons are sour."""
VISUAL 1 - UNIT 15,"""Are bananas and coconuts soft or hard?""","""Bananas are soft, and coconuts are hard."""
VISUAL 1 - UNIT 15,"""Do you prefer soft or hard apples?""","""I prefer soft apples."" / ""I prefer hard apples."""
VISUAL 1 - UNIT 15,"""Do you prefer soft or hard eggs?""","""I prefer soft eggs."" / ""I prefer hard eggs."""
VISUAL 1 - UNIT 15,"""Where do you buy fruit?""","""I buy fruit at the greengrocers."""
VISUAL 1 - UNIT 16,"""What is it?""","""It is a potato."""
VISUAL 1 - UNIT 16,"""Do you eat potatoes?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""How many potatoes are in the pot?""","""There are 5 potatoes in the pot."""
VISUAL 1 - UNIT 16,"""Do you like mashed potatoes?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like potato crisps?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like potato chips?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""What are they?""","""They are tomatoes."""
VISUAL 1 - UNIT 16,"""Do you eat tomatoes?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like tomato ice cream?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Is it a hungry or an angry tomato?""","""It is a hungry tomato."" / ""It is an angry tomato."""
VISUAL 1 - UNIT 16,"""Do you like tomato ketchup?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like tomato juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""What is it?""","""It is an onion."""
VISUAL 1 - UNIT 16,"""Do you eat onions?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like onion juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like onion crisps?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Is it a small or a big onion?""","""It is a small onion."" / ""It is a big onion."""
VISUAL 1 - UNIT 16,"""Is it a happy or a sad onion?""","""It is a happy onion."" / ""It is a sad onion."""
VISUAL 1 - UNIT 16,"""What is it?""","""It is garlic."""
VISUAL 1 - UNIT 16,"""Do you eat garlic?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like garlic juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like garlic bread?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like garlic sauce?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like garlic cheese?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""What is it?""","""It is a cucumber."""
VISUAL 1 - UNIT 16,"""Do you eat cucumbers?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like cucumber salad?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like grilled cucumber?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like cucumber soup?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like cucumber juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""What is it?""","""It is a red pepper."""
VISUAL 1 - UNIT 16,"""What are they?""","""They are chilli peppers."""
VISUAL 1 - UNIT 16,"""Do you eat peppers?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like chilli chocolate?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""What bell peppers do you eat?""","""I eat [specific type of bell pepper, e.g., red, green, or yellow bell peppers]."""
VISUAL 1 - UNIT 16,"""Do you like chilli ice cream?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""What is it?""","""It is a carrot."""
VISUAL 1 - UNIT 16,"""Do you eat carrots?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like carrot cake?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like carrot juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like carrot chips?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like carrot soup?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""What is it?""","""It is a beetroot."""
VISUAL 1 - UNIT 16,"""Do you eat beetroot?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like beetroot juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like beetroot soup?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like beetroot salad?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like beetroot ice cream?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""What is it?""","""It is a cabbage."""
VISUAL 1 - UNIT 16,"""Do you eat cabbage?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""What cabbage do you eat?""","""I eat [specific type of cabbage, e.g., white cabbage or red cabbage]."""
VISUAL 1 - UNIT 16,"""Do you like cabbage dumplings?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like cabbage rolls?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like cabbage stew?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""What are they?""","""They are mushrooms."""
VISUAL 1 - UNIT 16,"""Do you eat mushrooms?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""What mushroom do you eat?""","""I eat [specific type of mushroom, e.g., button mushrooms or portobello mushrooms]."""
VISUAL 1 - UNIT 16,"""Do you like pizza with mushrooms?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like mushroom soup?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Is it a scared or a tired mushroom?""","""It is a scared mushroom."" / ""It is a tired mushroom."""
VISUAL 1 - UNIT 16,"""What are they?""","""They are peas."""
VISUAL 1 - UNIT 16,"""Do you eat peas?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like peas in salad?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like canned peas?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like peas and pasta?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like peas and carrots?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""What is it?""","""It is a pumpkin."""
VISUAL 1 - UNIT 16,"""Do you eat pumpkin?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like pumpkin soup?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you eat pumpkin pie?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like pumpkin coffee?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like pumpkin pancakes?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""What is it?""","""It is a leek."""
VISUAL 1 - UNIT 16,"""Do you eat leeks?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like grilled leeks?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like leek sandwiches?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Is it a happy or a sad leek?""","""It is a happy leek."" / ""It is a sad leek."""
VISUAL 1 - UNIT 16,"""What is it?""","""It is lettuce."""
VISUAL 1 - UNIT 16,"""Do you eat lettuce?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like lettuce salad?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like lettuce with eggs?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Do you like lettuce sandwiches?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 16,"""Where do you buy vegetables?""","""I buy vegetables at the greengrocers."""
VISUAL 1 - UNIT 17,"""What can you see?""","""I can see rain."""
VISUAL 1 - UNIT 17,"""What is the weather like?""","""It is rainy."""
VISUAL 1 - UNIT 17,"""Who is standing in the rain?""","""A girl is standing in the rain."" / ""A boy is standing in the rain."""
VISUAL 1 - UNIT 17,"""Who is standing in the rain?""","""A woman is standing in the rain."" / ""A man is standing in the rain."""
VISUAL 1 - UNIT 17,"""Is it a woman or a man sitting in the rain?""","""It is a woman sitting in the rain."" / ""It is a man sitting in the rain."""
VISUAL 1 - UNIT 17,"""Is she sleeping or jumping in the rain?""","""She is sleeping in the rain."" / ""She is jumping in the rain."""
VISUAL 1 - UNIT 17,"""What can you see in the picture?""","""I can see a cloud."""
VISUAL 1 - UNIT 17,"""What is the weather like?""","""It is cloudy."""
VISUAL 1 - UNIT 17,"""What color are the clouds?""","""The clouds are black."""
VISUAL 1 - UNIT 17,"""Is the cloud drinking or eating?""","""The cloud is drinking."" / ""The cloud is eating."""
VISUAL 1 - UNIT 17,"""Is it a hungry or an angry cloud?""","""It is a hungry cloud."" / ""It is an angry cloud."""
VISUAL 1 - UNIT 17,"""How many clouds can you see?""","""I can see 2 clouds."""
VISUAL 1 - UNIT 17,"""What can you see?""","""I can see snow."""
VISUAL 1 - UNIT 17,"""What is the weather like?""","""It is snowy."""
VISUAL 1 - UNIT 17,"""What color is the snow?""","""The snow is white."""
VISUAL 1 - UNIT 17,"""Is it a boy or a girl in the snow?""","""It is a boy in the snow."" / ""It is a girl in the snow."""
VISUAL 1 - UNIT 17,"""Is it a man or a woman in the snow?""","""It is a man in the snow."" / ""It is a woman in the snow."""
VISUAL 1 - UNIT 17,"""What animal can you see in the snow?""","""I can see a dog in the snow."" / ""I can see a cat in the snow."""
VISUAL 1 - UNIT 17,"""What can you see in the picture?""","""I can see the sun."""
VISUAL 1 - UNIT 17,"""What is the weather like?""","""It is sunny."""
VISUAL 1 - UNIT 17,"""What color is the sun?""","""The sun is yellow."""
VISUAL 1 - UNIT 17,"""Is the sun hot or cold?""","""The sun is hot."""
VISUAL 1 - UNIT 17,"""Is the ghost sleeping or swimming in the sun?""","""The ghost is sleeping in the sun."" / ""The ghost is swimming in the sun."""
VISUAL 1 - UNIT 17,"""Is the man sleeping or playing in the sun?""","""The man is sleeping in the sun."" / ""The man is playing in the sun."""
VISUAL 1 - UNIT 17,"""What can you see in the picture?""","""I can see wind."""
VISUAL 1 - UNIT 17,"""What is the weather like?""","""It is windy."""
VISUAL 1 - UNIT 17,"""What is standing in the wind?""","""A cat is standing in the wind."" / ""A dog is standing in the wind."""
VISUAL 1 - UNIT 17,"""Is it a girl or a boy in the wind?""","""It is a girl in the wind."" / ""It is a boy in the wind."""
VISUAL 1 - UNIT 17,"""Is it a man or a woman in the wind?""","""It is a man in the wind."" / ""It is a woman in the wind."""
VISUAL 1 - UNIT 17,"""Is the girl sitting or standing in the wind?""","""The girl is sitting in the wind."" / ""The girl is standing in the wind."""
VISUAL 1 - UNIT 17,"""What can you see in the picture?""","""I can see a storm."""
VISUAL 1 - UNIT 17,"""What is the weather like?""","""It is stormy."""
VISUAL 1 - UNIT 17,"""Is it a small or a big storm?""","""It is a small storm."" / ""It is a big storm."""
VISUAL 1 - UNIT 17,"""Are you scared of storms?""","""Yes, I am."" / ""No, I’m not."""
VISUAL 1 - UNIT 17,"""Is it a man or a woman in the storm?""","""It is a man in the storm."" / ""It is a woman in the storm."""
VISUAL 1 - UNIT 17,"""Who can you see in the storm?""","""I can see 2 women in the storm."""
VISUAL 1 - UNIT 17,"""What can you see in the picture?""","""I can see fog."""
VISUAL 1 - UNIT 17,"""What is the weather like?""","""It is foggy."""
VISUAL 1 - UNIT 17,"""Who can you see in the fog?""","""I can see a woman in the fog."""
VISUAL 1 - UNIT 17,"""What is in the fog?""","""There is a giraffe in the fog."""
VISUAL 1 - UNIT 17,"""Where is it foggy?""","""It is foggy in New York."""
VISUAL 1 - UNIT 17,"""Where is it foggy?""","""It is foggy in London."""
VISUAL 1 - UNIT 17,"""What can you see?""","""I can see frost."""
VISUAL 1 - UNIT 17,"""What is the weather like?""","""It is frosty."""
VISUAL 1 - UNIT 17,"""Where is the frost?""","""The frost is on the car window."""
VISUAL 1 - UNIT 17,"""Where is the frost?""","""The frost is in the fridge."""
VISUAL 1 - UNIT 18,"""Can you climb a tree?""","""Yes, I can."" / ""No, I can’t."""
VISUAL 1 - UNIT 18,"""Can a monkey climb a tree?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a fish climb?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can an elephant climb?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can Spiderman climb?""","""Yes, he can."" / ""No, he can’t."""
VISUAL 1 - UNIT 18,"""Can a rhino climb?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a snake climb?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Do you like climbing mountains?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 18,"""Can you swim?""","""Yes, I can."" / ""No, I can’t."""
VISUAL 1 - UNIT 18,"""Can a fish swim?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a bee swim?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can an owl swim?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a dolphin swim?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a cheetah swim?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a dog swim?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Do you like swimming?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 18,"""Can you run?""","""Yes, I can."" / ""No, I can’t."""
VISUAL 1 - UNIT 18,"""Can a cheetah run?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a fish run?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a rhino run?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a snake run?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a deer run?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a frog run?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Do you like running?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 18,"""Can you fly?""","""Yes, I can."" / ""No, I can’t."""
VISUAL 1 - UNIT 18,"""Can a bee fly?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can an elephant fly?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a chicken fly?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a bird fly?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a monkey fly?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a shark fly?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""How many girls are flying?""","""There are 5 girls flying."""
VISUAL 1 - UNIT 18,"""Can you jump?""","""Yes, I can."" / ""No, I can’t."""
VISUAL 1 - UNIT 18,"""Can a kangaroo jump?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can an elephant jump?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a deer jump?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a dolphin jump?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can an owl jump?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a frog jump?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Do you like jumping on the trampoline?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 18,"""Can you walk?""","""Yes, I can."" / ""No, I can’t."""
VISUAL 1 - UNIT 18,"""Can a dog walk?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a snake walk?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a fish walk?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a crab walk?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a pizza jump?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Can a worm walk?""","""Yes, it can."" / ""No, it can’t."""
VISUAL 1 - UNIT 18,"""Do you like walking dogs?""","""Yes, I do."" / ""No, I don’t."""
