Unit,Question,Answer
VISUAL 4 - UNIT 13,"""Is there a playground near your house?""","""Yes, there is a playground near my house."" / ""No, there is no playground near my house."""
VISUAL 4 - UNIT 13,"""What is this image about?""","""This image is about a playground."""
VISUAL 4 - UNIT 13,"""What is it?""","""It is a swing."""
VISUAL 4 - UNIT 13,"""What is he doing?""","""He is swinging on the swing."""
VISUAL 4 - UNIT 13,"""Do you like swinging on the swings?""","""Yes, I like swinging on the swings."" / ""No, I do not like swinging on the swings."""
VISUAL 4 - UNIT 13,"""Is there a swing in your school?""","""Yes, there is a swing in my school."" / ""No, there is no swing in my school."""
VISUAL 4 - UNIT 13,"""Is there a swing in your garden?""","""Yes, there is a swing in my garden."" / ""No, there is no swing in my garden."""
VISUAL 4 - UNIT 13,"""What is this image about?""","""This image is about a swing."""
VISUAL 4 - UNIT 13,"""What is it?""","""It is a seesaw."""
VISUAL 4 - UNIT 13,"""What are they doing?""","""They are rocking on the seesaw."""
VISUAL 4 - UNIT 13,"""Do you like rocking on the seesaw?""","""Yes, I like rocking on the seesaw."" / ""No, I do not like rocking on the seesaw."""
VISUAL 4 - UNIT 13,"""Is there a seesaw in your school?""","""Yes, there is a seesaw in my school."" / ""No, there is no seesaw in my school."""
VISUAL 4 - UNIT 13,"""Is there a seesaw in your garden?""","""Yes, there is a seesaw in my garden."" / ""No, there is no seesaw in my garden."""
VISUAL 4 - UNIT 13,"""Who is on the seesaw?""","""A boy is on the seesaw."" / ""A girl is on the seesaw."""
VISUAL 4 - UNIT 13,"""What is this image about?""","""This image is about a seesaw."""
VISUAL 4 - UNIT 13,"""What is it?""","""It is a slide."""
VISUAL 4 - UNIT 13,"""What are they doing?""","""They are sliding on the slide."""
VISUAL 4 - UNIT 13,"""Do you like sliding on the slides?""","""Yes, I like sliding on the slides."" / ""No, I do not like sliding on the slides."""
VISUAL 4 - UNIT 13,"""Is there a slide in your school?""","""Yes, there is a slide in my school."" / ""No, there is no slide in my school."""
VISUAL 4 - UNIT 13,"""Is there a slide in your garden?""","""Yes, there is a slide in my garden."" / ""No, there is no slide in my garden."""
VISUAL 4 - UNIT 13,"""What is this image about?""","""This image is about a slide."""
VISUAL 4 - UNIT 13,"""What is it?""","""It is a monkey bar."""
VISUAL 4 - UNIT 13,"""What is he doing?""","""He is hanging on the monkey bars."""
VISUAL 4 - UNIT 13,"""Do you like hanging on the monkey bars?""","""Yes, I like hanging on the monkey bars."" / ""No, I do not like hanging on the monkey bars."""
VISUAL 4 - UNIT 13,"""Is there a monkey bar in your school?""","""Yes, there is a monkey bar in my school."" / ""No, there is no monkey bar in my school."""
VISUAL 4 - UNIT 13,"""Is there a monkey bar near your house?""","""Yes, there is a monkey bar near my house."" / ""No, there is no monkey bar near my house."""
VISUAL 4 - UNIT 13,"""What is this image about?""","""This image is about monkey bars."""
VISUAL 4 - UNIT 13,"""What is it?""","""It is a sandpit."""
VISUAL 4 - UNIT 13,"""What are they doing?""","""They are building in the sandpit."""
VISUAL 4 - UNIT 13,"""Is there a sandpit in your school?""","""Yes, there is a sandpit in my school."" / ""No, there is no sandpit in my school."""
VISUAL 4 - UNIT 13,"""Is there a sandpit in your garden?""","""Yes, there is a sandpit in my garden."" / ""No, there is no sandpit in my garden."""
VISUAL 4 - UNIT 13,"""Who can you see in the sandpit?""","""I can see a girl in the sandpit."""
VISUAL 4 - UNIT 13,"""What is this image about?""","""This image is about a sandpit."""
VISUAL 4 - UNIT 13,"""What is it?""","""It is a merry-go-round."""
VISUAL 4 - UNIT 13,"""What are the dogs doing?""","""The dogs are turning round on the merry-go-round."""
VISUAL 4 - UNIT 13,"""Is there a merry-go-round in your school?""","""Yes, there is a merry-go-round in my school."" / ""No, there is no merry-go-round in my school."""
VISUAL 4 - UNIT 13,"""Do you like playing in the merry-go-round?""","""Yes, I like playing in the merry-go-round."" / ""No, I do not like playing in the merry-go-round."""
VISUAL 4 - UNIT 13,"""Are merry-go-rounds fun or dangerous?""","""Merry-go-rounds are fun."" / ""Merry-go-rounds are dangerous."""
VISUAL 4 - UNIT 13,"""Are merry-go-rounds fun or boring?""","""Merry-go-rounds are fun."" / ""Merry-go-rounds are boring."""
VISUAL 4 - UNIT 13,"""What is this image about?""","""This image is about a merry-go-round."""
VISUAL 4 - UNIT 13,"""What is it?""","""It is a bench."""
VISUAL 4 - UNIT 13,"""What is he doing?""","""He is sitting on a bench."""
VISUAL 4 - UNIT 13,"""What is this image about?""","""This image is about a bench."""
VISUAL 4 - UNIT 13,"""Is there a bench in your garden?""","""Yes, there is a bench in my garden."" / ""No, there is no bench in my garden."""
VISUAL 4 - UNIT 13,"""Is there a bench in your school?""","""Yes, there is a bench in my school."" / ""No, there is no bench in my school."""
VISUAL 4 - UNIT 13,"""What do you think of this bench?""","""I think this bench is ugly."""
VISUAL 4 - UNIT 13,"""What is it?""","""It is a spring rider."""
VISUAL 4 - UNIT 13,"""What is she doing?""","""She is riding on the spring rider."""
VISUAL 4 - UNIT 13,"""Do you like riding on the spring rider?""","""Yes, I like riding on the spring rider."" / ""No, I do not like riding on the spring rider."""
VISUAL 4 - UNIT 13,"""Is there a spring rider in your school?""","""Yes, there is a spring rider in my school."" / ""No, there is no spring rider in my school."""
VISUAL 4 - UNIT 13,"""Are spring riders fun or boring?""","""Spring riders are fun."" / ""Spring riders are boring."""
VISUAL 4 - UNIT 13,"""Are spring riders safe or dangerous?""","""Spring riders are safe."" / ""Spring riders are dangerous."""
VISUAL 4 - UNIT 13,"""Who is riding on the spring rider?""","""A boy is riding on the spring rider."""
VISUAL 4 - UNIT 13, , 
VISUAL 4 - UNIT 13,"""What is it?""","""It is a jungle gym."""
VISUAL 4 - UNIT 13,"""What are they doing?""","""They are climbing the jungle gym."""
VISUAL 4 - UNIT 13,"""Is there a jungle gym in your school?""","""Yes, there is a jungle gym in my school."" / ""No, there is no jungle gym in my school."""
VISUAL 4 - UNIT 13,"""Is it a small or big jungle gym?""","""It is a big jungle gym."" / ""It is a small jungle gym."""
VISUAL 4 - UNIT 13,"""Are jungle gyms safe or dangerous?""","""Jungle gyms are safe."" / ""Jungle gyms are dangerous."""
VISUAL 4 - UNIT 13,"""What is it?""","""It is a tunnel."""
VISUAL 4 - UNIT 13,"""What is she doing?""","""She is crawling in the tunnel."""
VISUAL 4 - UNIT 13,"""Is there a tunnel in your school?""","""Yes, there is a tunnel in my school."" / ""No, there is no tunnel in my school."""
VISUAL 4 - UNIT 13,"""Is there a tunnel in your garden?""","""Yes, there is a tunnel in my garden."" / ""No, there is no tunnel in my garden."""
VISUAL 4 - UNIT 13,"""Are tunnels fun or boring?""","""Tunnels are fun."" / ""Tunnels are boring."""
VISUAL 4 - UNIT 13,"""What is this image about?""","""This image is about a tunnel."""
VISUAL 4 - UNIT 13,"""What is it?""","""It is a ladder."""
VISUAL 4 - UNIT 13,"""What is he doing?""","""He is climbing the ladder."""
VISUAL 4 - UNIT 13,"""Are ladders safe or dangerous?""","""Ladders are safe."" / ""Ladders are dangerous."""
VISUAL 4 - UNIT 13,"""Is there a ladder in your garden?""","""Yes, there is a ladder in my garden."" / ""No, there is no ladder in my garden."""
VISUAL 4 - UNIT 13,Corrected Question,Corrected Answer
VISUAL 4 - UNIT 14,"""What is he doing?""","""He is hopping."""
VISUAL 4 - UNIT 14,"""Who is hopping?""","""A boy is hopping."""
VISUAL 4 - UNIT 14,"""Can you hop like him?""","""Yes, I can hop like him."" / ""No, I cannot hop like him."""
VISUAL 4 - UNIT 14,"""Can you hop on one foot?""","""Yes, I can hop on one foot."" / ""No, I cannot hop on one foot."""
VISUAL 4 - UNIT 14,"""Do you like hopping?""","""Yes, I like hopping."" / ""No, I do not like hopping."""
VISUAL 4 - UNIT 14,"""Do you hop in school?""","""Yes, I hop in school."" / ""No, I do not hop in school."""
VISUAL 4 - UNIT 14,"""What is hopping?""","""Hopping is what kangaroos do."""
VISUAL 4 - UNIT 14,"""What is this image about?""","""This image is about hopping."""
VISUAL 4 - UNIT 14,"""What is hopping?""","""Hopping is what dinosaurs do in cartoons."""
VISUAL 4 - UNIT 14,"""What is hopping?""","""Hopping is what frogs do."""
VISUAL 4 - UNIT 14,"""Who is hopping?""","""A girl is hopping."""
VISUAL 4 - UNIT 14,"""What is he doing?""","""He is swinging."""
VISUAL 4 - UNIT 14,"""Do you swing in school?""","""Yes, I swing in school."" / ""No, I do not swing in school."""
VISUAL 4 - UNIT 14,"""Do you swing in the garden?""","""Yes, I swing in the garden."" / ""No, I do not swing in the garden."""
VISUAL 4 - UNIT 14,"""What is swinging?""","""Swinging is what bananas do in cartoons."""
VISUAL 4 - UNIT 14,"""Where is she swinging?""","""She is swinging on a chair."""
VISUAL 4 - UNIT 14,"""What is swinging?""","""Swinging is what monkeys do."""
VISUAL 4 - UNIT 14,"""What is swinging?""","""Swinging is what trees do in the wind."""
VISUAL 4 - UNIT 14,"""What is swinging?""","""Swinging is what stars do in cartoons."""
VISUAL 4 - UNIT 14,"""Who is swinging?""","""A man is swinging."" / ""A woman is swinging."""
VISUAL 4 - UNIT 14,"""What is this image about?""","""This image is about swinging."""
VISUAL 4 - UNIT 14,"""What is he doing?""","""He is bouncing a ball."""
VISUAL 4 - UNIT 14,"""What is she doing?""","""She is bouncing."""
VISUAL 4 - UNIT 14,"""What is this image about?""","""This image is about bouncing."""
VISUAL 4 - UNIT 14,"""Can you bounce a ball?""","""Yes, I can bounce a ball."" / ""No, I cannot bounce a ball."""
VISUAL 4 - UNIT 14,"""Can you walk and bounce at the same time?""","""Yes, I can walk and bounce at the same time."" / ""No, I cannot walk and bounce at the same time."""
VISUAL 4 - UNIT 14,"""What is bouncing?""","""Bouncing is what chickens do in cartoons."""
VISUAL 4 - UNIT 14,"""What is bouncing?""","""Bouncing is what robots do in games."""
VISUAL 4 - UNIT 14,"""What is bouncing?""","""Bouncing is what cats do when they play."""
VISUAL 4 - UNIT 14,"""What is bouncing?""","""Bouncing is what balls do."""
VISUAL 4 - UNIT 14,"""Where is the bear bouncing?""","""The bear is bouncing on a trampoline."""
VISUAL 4 - UNIT 14,"""What are bouncing?""","""Balls are bouncing."""
VISUAL 4 - UNIT 14,"""What is he doing?""","""He is hitting."""
VISUAL 4 - UNIT 14,"""What is he doing?""","""He is hitting a tennis ball."""
VISUAL 4 - UNIT 14,"""What is he doing?""","""He is hitting balls."""
VISUAL 4 - UNIT 14,"""Can you hit a baseball?""","""Yes, I can hit a baseball."" / ""No, I cannot hit a baseball."""
VISUAL 4 - UNIT 14,"""What is he hitting?""","""He is hitting the head."""
VISUAL 4 - UNIT 14,"""What is he hitting?""","""He is hitting the face."""
VISUAL 4 - UNIT 14,"""What is he hitting?""","""He is hitting a tambourine."""
VISUAL 4 - UNIT 14,"""Do you like to hit your friends?""","""No, I do not like to hit my friends."""
VISUAL 4 - UNIT 14,"""What is this image about?""","""This image is about hitting."""
VISUAL 4 - UNIT 14,"""Do you eat hit biscuits?""","""No, I do not eat hit biscuits."""
VISUAL 4 - UNIT 14,"""Is she hitting the man with a fish or bird?""","""She is hitting the man with a fish."""
VISUAL 4 - UNIT 14,"""What is he hitting?""","""He is hitting his head."""
VISUAL 4 - UNIT 14,"""What are they hitting?""","""They are hitting hands."""
VISUAL 4 - UNIT 14,"""Is he hitting with a fish or bird?""","""He is hitting with a fish."""
VISUAL 4 - UNIT 14,"""Who is he hitting?""","""He is hitting Batman."" / ""He is hitting Spiderman."""
VISUAL 4 - UNIT 14,"""What is he hitting?""","""He is hitting a drum."""
VISUAL 4 - UNIT 14,"""What are they doing?""","""They are kicking."""
VISUAL 4 - UNIT 14,"""Do you kick your friends?""","""No, I do not kick my friends."""
VISUAL 4 - UNIT 14,"""Can you kick a ball?""","""Yes, I can kick a ball."" / ""No, I cannot kick a ball."""
VISUAL 4 - UNIT 14,"""Can you karate kick?""","""Yes, I can karate kick."" / ""No, I cannot karate kick."""
VISUAL 4 - UNIT 14,"""Who is kicking?""","""A girl is kicking."" / ""A boy is kicking."""
VISUAL 4 - UNIT 14,"""Who is kicking?""","""A man is kicking."" / ""A woman is kicking."""
VISUAL 4 - UNIT 14,"""What is kicking?""","""Kicking is what horses do."""
VISUAL 4 - UNIT 14,"""Where is the boy kicking?""","""The boy is kicking in the water."""
VISUAL 4 - UNIT 14,"""What is the man kicking?""","""The man is kicking a stone."""
VISUAL 4 - UNIT 14,"""Can you dance kick?""","""Yes, I can dance kick."" / ""No, I cannot dance kick."""
VISUAL 4 - UNIT 14,"""What is kicking?""","""Kicking is what donkeys do."""
VISUAL 4 - UNIT 14,"""What is this image about?""","""This image is about kicking."""
VISUAL 4 - UNIT 14,"""What is kicking?""","""Kicking is what babies do when they play."""
VISUAL 4 - UNIT 14,"""Who is kicking?""","""A woman is kicking."" / ""A man is kicking."""
VISUAL 4 - UNIT 14,"""What is kicking?""","""Kicking is what broccoli does in cartoons."""
VISUAL 4 - UNIT 14,"""What is she doing?""","""She is stretching."""
VISUAL 4 - UNIT 14,"""Do you stretch every day?""","""Yes, I stretch every day."" / ""No, I do not stretch every day."""
VISUAL 4 - UNIT 14,"""Do you stretch in the morning?""","""Yes, I stretch in the morning."" / ""No, I do not stretch in the morning."""
VISUAL 4 - UNIT 14,"""Do you stretch in the classroom?""","""Yes, I stretch in the classroom."" / ""No, I do not stretch in the classroom."""
VISUAL 4 - UNIT 14,"""Do you stretch in your PE lessons?""","""Yes, I stretch in my PE lessons."" / ""No, I do not stretch in my PE lessons."""
VISUAL 4 - UNIT 14,"""What is stretching?""","""Stretching is what cats do."""
VISUAL 4 - UNIT 14,"""Can you stretch your legs like her?""","""Yes, I can stretch my legs like her."" / ""No, I cannot stretch my legs like her."""
VISUAL 4 - UNIT 14,"""Can you stretch your legs like him?""","""Yes, I can stretch my legs like him."" / ""No, I cannot stretch my legs like him."""
VISUAL 4 - UNIT 14,"""What is stretching?""","""Stretching is what chicks do."""
VISUAL 4 - UNIT 14,"""What is she stretching?""","""She is stretching slime."""
VISUAL 4 - UNIT 14,"""What is stretching?""","""Stretching is what dogs do."""
VISUAL 4 - UNIT 14,"""What is this image about?""","""This image is about stretching."""
VISUAL 4 - UNIT 14,"""What is he doing?""","""He is bending."""
VISUAL 4 - UNIT 14,"""Can you bend metal?""","""Yes, I can bend metal."" / ""No, I cannot bend metal."""
VISUAL 4 - UNIT 14,"""What is this image about?""","""This image is about bending."""
VISUAL 4 - UNIT 14,"""Can you bend your fingers?""","""Yes, I can bend my fingers."" / ""No, I cannot bend my fingers."""
VISUAL 4 - UNIT 14,"""Can you bend a pencil?""","""Yes, I can bend a pencil."" / ""No, I cannot bend a pencil."""
VISUAL 4 - UNIT 14,"""What is she bending?""","""She is bending her legs."""
VISUAL 4 - UNIT 14,"""What is bending?""","""Bending is what trees do in the wind."""
VISUAL 4 - UNIT 14,"""What is he bending?""","""He is bending a telephone."""
VISUAL 4 - UNIT 14,"""What is he bending?""","""He is bending his fingers."""
VISUAL 4 - UNIT 14,"""Is it a right or left bend?""","""It is a right bend."" / ""It is a left bend."""
VISUAL 4 - UNIT 14,"""Who is bending?""","""A girl is bending."""
VISUAL 4 - UNIT 14,"""What are they doing?""","""They are throwing a ball."""
VISUAL 4 - UNIT 14,"""What are they doing?""","""They are throwing snowballs."""
VISUAL 4 - UNIT 14,"""What is he throwing?""","""He is throwing a boomerang."""
VISUAL 4 - UNIT 14,"""What are they throwing?""","""They are throwing a football."" / ""They are throwing a basketball."""
VISUAL 4 - UNIT 14,"""Who is throwing?""","""A rabbit is throwing."" / ""A bird is throwing."""
VISUAL 4 - UNIT 14,"""Who is throwing fire?""","""A man is throwing fire."" / ""A woman is throwing fire."""
VISUAL 4 - UNIT 14,"""What is throwing?""","""A dog is throwing."" / ""A cat is throwing."""
VISUAL 4 - UNIT 14,"""What is she throwing?""","""She is throwing a pokeball."""
VISUAL 4 - UNIT 14,"""What is throwing the ball?""","""Sushi is throwing the ball."""
VISUAL 4 - UNIT 14,"""What is throwing?""","""A dinosaur is throwing."" / ""A dragon is throwing."""
VISUAL 4 - UNIT 14,"""What is the boy throwing?""","""The boy is throwing a paper plane."" / ""The boy is throwing a car."""
VISUAL 4 - UNIT 14,"""What is he throwing?""","""He is throwing a golf stick."" / ""He is throwing a baseball stick."""
VISUAL 4 - UNIT 14,"""Who is throwing the axe?""","""A girl is throwing the axe."" / ""A boy is throwing the axe."""
VISUAL 4 - UNIT 14,"""Who is clapping?""","""An astronaut is clapping."""
VISUAL 4 - UNIT 14,"""Who is clapping?""","""A seal is clapping."""
VISUAL 4 - UNIT 14,"""Is he clapping with his hands or feet?""","""He is clapping with his hands."" / ""He is clapping with his feet."""
VISUAL 4 - UNIT 14,"""Can a snake clap?""","""No, a snake cannot clap."""
VISUAL 4 - UNIT 14,"""Who is clapping?""","""A yeti is clapping."""
VISUAL 4 - UNIT 14,"""What is he doing?""","""He is skipping."""
VISUAL 4 - UNIT 14,"""What is stomping?""","""Stomping is what horses do."""
VISUAL 4 - UNIT 14,"""Can you stomp your feet?""","""Yes, I can stomp my feet."" / ""No, I cannot stomp my feet."""
VISUAL 4 - UNIT 14,"""Is he happy or angry stomping?""","""He is happy stomping."" / ""He is angry stomping."""
VISUAL 4 - UNIT 14,"""What is stomping?""","""Stomping is what socks do in cartoons."""
VISUAL 4 - UNIT 14,"""What is stomping?""","""Stomping is what robots do."""
VISUAL 4 - UNIT 14,"""Is he stomping with boots or trainers?""","""He is stomping with boots."" / ""He is stomping with trainers."""
VISUAL 4 - UNIT 14,"""What is stomping?""","""Stomping is what dinosaurs do."""
VISUAL 4 - UNIT 14,"""What is stomping?""","""Stomping is what foxes do."""
VISUAL 4 - UNIT 14,"""Where is he stomping?""","""He is stomping on the snow."""
VISUAL 4 - UNIT 14,"""Who is stomping?""","""A woman is stomping."" / ""A man is stomping."""
VISUAL 4 - UNIT 14,"""What is stomping?""","""Stomping is what pandas do."""
VISUAL 4 - UNIT 14,"""What is this image about?""","""This image is about stomping."""
VISUAL 4 - UNIT 14,"""What is skipping?""","""Skipping is what unicorns do in cartoons."""
VISUAL 4 - UNIT 14,"""Who is skipping?""","""A man is skipping."" / ""A woman is skipping."""
VISUAL 4 - UNIT 14,"""Can you skip?""","""Yes, I can skip."" / ""No, I cannot skip."""
VISUAL 4 - UNIT 14,"""Do you skip at home?""","""Yes, I skip at home."" / ""No, I do not skip at home."""
VISUAL 4 - UNIT 14,"""Is she skipping fast or slow?""","""She is skipping fast."" / ""She is skipping slow."""
VISUAL 4 - UNIT 14,"""Is it an old or young man skipping?""","""It is an old man skipping."" / ""It is a young man skipping."""
VISUAL 4 - UNIT 14,"""Is it a small or big boy skipping?""","""It is a small boy skipping."" / ""It is a big boy skipping."""
VISUAL 4 - UNIT 14,"""How many people are skipping?""","""Three people are skipping."""
VISUAL 4 - UNIT 14,"""What is skipping?""","""Skipping is what coins do when thrown."""
VISUAL 4 - UNIT 14,"""What is skipping?""","""Skipping is what clouds or suns do in cartoons."""
VISUAL 4 - UNIT 14,"""What is skipping?""","""Skipping is what deer do."""
VISUAL 4 - UNIT 14,"""Can you skip on one leg?""","""Yes, I can skip on one leg."" / ""No, I cannot skip on one leg."""
VISUAL 4 - UNIT 14,"""What is this image about?""","""This image is about skipping."""
VISUAL 4 - UNIT 14,"""What is he doing?""","""He is screaming."""
VISUAL 4 - UNIT 14,"""Do you scream?""","""Yes, I scream."" / ""No, I do not scream."""
VISUAL 4 - UNIT 14,"""Can you scream?""","""Yes, I can scream."" / ""No, I cannot scream."""
VISUAL 4 - UNIT 14,"""Do you scream at your friends?""","""No, I do not scream at my friends."""
VISUAL 4 - UNIT 14,"""Do you scream when you are angry?""","""Yes, I scream when I am angry."" / ""No, I do not scream when I am angry."""
VISUAL 4 - UNIT 14,"""What is screaming?""","""Screaming is what dogs do."""
VISUAL 4 - UNIT 14,"""Who is screaming?""","""A woman is screaming."""
VISUAL 4 - UNIT 14,"""What is screaming?""","""Screaming is what frogs do."""
VISUAL 4 - UNIT 14,"""Is it good or bad to scream?""","""It is good to scream in emergencies."" / ""It is bad to scream unnecessarily."""
VISUAL 4 - UNIT 14,Corrected Question,Corrected Answer
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about life at the circus."""
VISUAL 4 - UNIT 15,"""What is it?""","""It is a circus."""
VISUAL 4 - UNIT 15,"""Do you visit the circus?""","""Yes, I visit the circus."" / ""No, I do not visit the circus."""
VISUAL 4 - UNIT 15,"""How often do you visit the circus?""","""I visit the circus often."" / ""I visit the circus sometimes."" / ""I seldom visit the circus."" / ""I never visit the circus."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about a circus."""
VISUAL 4 - UNIT 15,"""What is it?""","""It is a circus tent."""
VISUAL 4 - UNIT 15,"""Is a circus tent small or big?""","""A circus tent is big."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about a circus tent."""
VISUAL 4 - UNIT 15,"""What are they doing?""","""They are performing."""
VISUAL 4 - UNIT 15,"""Who is performing?""","""A woman is performing."""
VISUAL 4 - UNIT 15,"""What animal is performing?""","""A dog is performing."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about circus performances."""
VISUAL 4 - UNIT 15,"""What animal is performing?""","""A seal is performing."""
VISUAL 4 - UNIT 15,"""What animal is performing?""","""A lion is performing."""
VISUAL 4 - UNIT 15,"""What animal is performing?""","""A monkey is performing."""
VISUAL 4 - UNIT 15,"""Who is performing?""","""A ringmaster is performing."""
VISUAL 4 - UNIT 15,"""Can you be a ringmaster?""","""Yes, I can be a ringmaster."" / ""No, I cannot be a ringmaster."""
VISUAL 4 - UNIT 15,"""Is performing as a ringmaster interesting or boring?""","""Performing as a ringmaster is interesting."" / ""Performing as a ringmaster is boring."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about a ringmaster."""
VISUAL 4 - UNIT 15,"""Who is performing?""","""A clown is performing."""
VISUAL 4 - UNIT 15,"""Can you be a clown?""","""Yes, I can be a clown."" / ""No, I cannot be a clown."""
VISUAL 4 - UNIT 15,"""Do you want to see a clown show?""","""Yes, I want to see a clown show."" / ""No, I do not want to see a clown show."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about a clown."""
VISUAL 4 - UNIT 15,"""Is performing as a clown easy or difficult?""","""Performing as a clown is easy."" / ""Performing as a clown is difficult."""
VISUAL 4 - UNIT 15,"""Is performing as a clown interesting or boring?""","""Performing as a clown is interesting."" / ""Performing as a clown is boring."""
VISUAL 4 - UNIT 15,"""Is the clown happy or sad?""","""The clown is happy."" / ""The clown is sad."""
VISUAL 4 - UNIT 15,"""Are you scared of clowns?""","""Yes, I am scared of clowns."" / ""No, I am not scared of clowns."""
VISUAL 4 - UNIT 15,"""Who is performing?""","""An acrobat is performing."""
VISUAL 4 - UNIT 15,"""Can you be an acrobat?""","""Yes, I can be an acrobat."" / ""No, I cannot be an acrobat."""
VISUAL 4 - UNIT 15,"""Do you want to see an acrobat show?""","""Yes, I want to see an acrobat show."" / ""No, I do not want to see an acrobat show."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about an acrobat."""
VISUAL 4 - UNIT 15,"""Is performing as an acrobat interesting or boring?""","""Performing as an acrobat is interesting."" / ""Performing as an acrobat is boring."""
VISUAL 4 - UNIT 15,"""Is performing as an acrobat easy or difficult?""","""Performing as an acrobat is easy."" / ""Performing as an acrobat is difficult."""
VISUAL 4 - UNIT 15,"""Is performing as an acrobat safe or dangerous?""","""Performing as an acrobat is safe."" / ""Performing as an acrobat is dangerous."""
VISUAL 4 - UNIT 15,"""What acrobats are they?""","""They are pig acrobats."""
VISUAL 4 - UNIT 15,"""Who is he?""","""He is a magician."""
VISUAL 4 - UNIT 15,"""What is he doing?""","""He is performing a magic trick."""
VISUAL 4 - UNIT 15,"""Can you be a magician?""","""Yes, I can be a magician."" / ""No, I cannot be a magician."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about a magician."""
VISUAL 4 - UNIT 15,"""Do you want to watch a magician's show?""","""Yes, I want to watch a magician's show."" / ""No, I do not want to watch a magician's show."""
VISUAL 4 - UNIT 15,"""Is performing as a magician interesting or boring?""","""Performing as a magician is interesting."" / ""Performing as a magician is boring."""
VISUAL 4 - UNIT 15,"""Is performing as a magician easy or difficult?""","""Performing as a magician is easy."" / ""Performing as a magician is difficult."""
VISUAL 4 - UNIT 15,"""Is performing as a magician safe or dangerous?""","""Performing as a magician is safe."" / ""Performing as a magician is dangerous."""
VISUAL 4 - UNIT 15,"""Who is he?""","""He is an animal tamer."""
VISUAL 4 - UNIT 15,"""Who is performing?""","""An animal tamer is performing."""
VISUAL 4 - UNIT 15,"""Can you be an animal tamer?""","""Yes, I can be an animal tamer."" / ""No, I cannot be an animal tamer."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about an animal tamer."""
VISUAL 4 - UNIT 15,"""Do you want to watch an animal show?""","""Yes, I want to watch an animal show."" / ""No, I do not want to watch an animal show."""
VISUAL 4 - UNIT 15,"""Is performing as an animal tamer interesting or boring?""","""Performing as an animal tamer is interesting."" / ""Performing as an animal tamer is boring."""
VISUAL 4 - UNIT 15,"""Is performing as an animal tamer easy or difficult?""","""Performing as an animal tamer is easy."" / ""Performing as an animal tamer is difficult."""
VISUAL 4 - UNIT 15,"""Is performing as an animal tamer safe or dangerous?""","""Performing as an animal tamer is safe."" / ""Performing as an animal tamer is dangerous."""
VISUAL 4 - UNIT 15,"""What animal is he taming?""","""He is taming tigers."""
VISUAL 4 - UNIT 15,"""What animal is he taming?""","""He is taming a lion."""
VISUAL 4 - UNIT 15,"""What animal is he taming?""","""He is taming a seal."""
VISUAL 4 - UNIT 15,"""What animal is he taming?""","""He is taming an elephant."""
VISUAL 4 - UNIT 15,"""Who is he?""","""He is a juggler."""
VISUAL 4 - UNIT 15,"""Who is performing?""","""A clown juggler is performing."""
VISUAL 4 - UNIT 15,"""Can you juggle?""","""Yes, I can juggle."" / ""No, I cannot juggle."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about a juggler."""
VISUAL 4 - UNIT 15,"""Can you be a juggler?""","""Yes, I can be a juggler."" / ""No, I cannot be a juggler."""
VISUAL 4 - UNIT 15,"""Can you juggle fire?""","""Yes, I can juggle fire."" / ""No, I cannot juggle fire."""
VISUAL 4 - UNIT 15,"""Can you juggle many balls?""","""Yes, I can juggle many balls."" / ""No, I cannot juggle many balls."""
VISUAL 4 - UNIT 15,"""Do you want to watch a juggling show?""","""Yes, I want to watch a juggling show."" / ""No, I do not want to watch a juggling show."""
VISUAL 4 - UNIT 15,"""Is performing as a juggler safe or dangerous?""","""Performing as a juggler is safe."" / ""Performing as a juggler is dangerous."""
VISUAL 4 - UNIT 15,"""Is performing as a juggler interesting or boring?""","""Performing as a juggler is interesting."" / ""Performing as a juggler is boring."""
VISUAL 4 - UNIT 15,"""What is he juggling?""","""He is juggling apples."""
VISUAL 4 - UNIT 15,"""What is the man juggling?""","""The man is juggling a baby and a saw."""
VISUAL 4 - UNIT 15,"""Who is juggling?""","""A clown is juggling."""
VISUAL 4 - UNIT 15,"""What is he juggling?""","""He is juggling balls."""
VISUAL 4 - UNIT 15,"""Who is juggling?""","""A robot is juggling."""
VISUAL 4 - UNIT 15,"""What is SpongeBob juggling?""","""SpongeBob is juggling hamburgers."""
VISUAL 4 - UNIT 15,"""Who is juggling?""","""A gorilla is juggling."""
VISUAL 4 - UNIT 15,"""Who is he?""","""He is a fire eater."""
VISUAL 4 - UNIT 15,"""Do you want to watch a fire show?""","""Yes, I want to watch a fire show."" / ""No, I do not want to watch a fire show."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about a fire eater."""
